0.000000 -0.000000 0.000962 0.000372
0.000006 -0.000001 0.000923 0.000765
0.000012 -0.000001 0.000882 0.001181
0.000018 -0.000001 0.000843 0.001624
0.000024 -0.000001 0.000806 0.002095
0.000030 -0.000002 0.000774 0.002599
0.000036 -0.000002 0.000748 0.003142
0.000042 -0.000002 0.000729 0.003729
0.000048 -0.000002 0.000720 0.004369
0.000054 -0.000002 0.000722 0.005070
0.000060 -0.000003 0.000738 0.005843
0.000066 -0.000003 0.000769 0.006700
0.000072 -0.000003 0.000817 0.007656
0.000078 -0.000003 0.000885 0.008728
0.000084 -0.000004 0.000975 0.009934
0.000090 -0.000004 0.001090 0.011298
0.000096 -0.000004 0.001233 0.012844
0.000102 -0.000005 0.001408 0.014601
0.000108 -0.000005 0.001618 0.016604
0.000114 -0.000006 0.001868 0.018889
0.000120 -0.000006 0.002163 0.021502
0.000126 -0.000007 0.002508 0.024491
0.000132 -0.000008 0.002911 0.027915
0.000138 -0.000009 0.003377 0.031838
0.000144 -0.000010 0.003916 0.036336
0.000150 -0.000011 0.004538 0.041494
0.000156 -0.000013 0.005253 0.047409
0.000162 -0.000014 0.006075 0.054195
0.000168 -0.000016 0.007018 0.061979
0.000174 -0.000019 0.008099 0.070908
0.000180 -0.000021 0.009338 0.081151
0.000186 -0.000024 0.010757 0.092900
0.000192 -0.000028 0.012381 0.106375
0.000198 -0.000032 0.014242 0.121829
0.000204 -0.000036 0.016371 0.139551
0.000210 -0.000041 0.018809 0.159873
0.000216 -0.000047 0.021599 0.183174
0.000222 -0.000054 0.024794 0.209889
0.000228 -0.000062 0.028451 0.240516
0.000234 -0.000072 0.032639 0.275628
0.000240 -0.000082 0.037435 0.315877
0.000246 -0.000094 0.042928 0.362015
0.000252 -0.000108 0.049219 0.414900
0.000258 -0.000124 0.056425 0.475517
0.000264 -0.000142 0.064680 0.544996
0.000270 -0.000163 0.074055 0.617620
0.000276 -0.000186 0.084285 0.685830
0.000282 -0.000213 0.095008 0.750179
0.000288 -0.000243 0.105891 0.811199
0.000294 -0.000277 0.116626 0.869252
0.000300 -0.000313 0.126928 0.924563
0.000306 -0.000353 0.136535 0.977236
0.000312 -0.000395 0.145209 1.027281
0.000318 -0.000440 0.152736 1.074628
0.000324 -0.000487 0.158927 1.119148
0.000330 -0.000535 0.163616 1.160663
0.000336 -0.000585 0.166664 1.198964
0.000342 -0.000635 0.167957 1.233823
0.000348 -0.000685 0.167408 1.265001
0.000354 -0.000735 0.164959 1.292260
0.000360 -0.000784 0.160577 1.315374
0.000366 -0.000831 0.154256 1.334134
0.000372 -0.000876 0.146021 1.348359
0.000378 -0.000919 0.135921 1.357898
0.000384 -0.000958 0.124032 1.362639
0.000390 -0.000993 0.110456 1.362513
0.000396 -0.001024 0.095320 1.357497
0.000402 -0.001050 0.078774 1.347619
0.000408 -0.001071 0.060989 1.332957
0.000414 -0.001087 0.042156 1.313644
0.000420 -0.001096 0.022482 1.289866
0.000426 -0.001100 0.002191 1.261861
0.000432 -0.001098 -0.018481 1.229922
0.000438 -0.001089 -0.039290 1.194389
0.000444 -0.001074 -0.059985 1.155652
0.000450 -0.001053 -0.080308 1.114145
0.000456 -0.001026 -0.100005 1.070339
0.000462 -0.000993 -0.118823 1.024745
0.000468 -0.000955 -0.136514 0.977899
0.000474 -0.000911 -0.152841 0.930365
0.000480 -0.000863 -0.167577 0.882721
0.000486 -0.000811 -0.180513 0.835561
0.000492 -0.000755 -0.191455 0.789477
0.000498 -0.000696 -0.200234 0.745064
0.000504 -0.000635 -0.206700 0.702902
0.000510 -0.000572 -0.210733 0.663557
0.000516 -0.000509 -0.212238 0.627567
0.000522 -0.000445 -0.211149 0.595442
0.000528 -0.000382 -0.207433 0.567649
0.000534 -0.000321 -0.201088 0.544426
0.000540 -0.000262 -0.192196 0.523287
0.000546 -0.000206 -0.180947 0.503885
0.000552 -0.000154 -0.167543 0.487246
0.000558 -0.000106 -0.152181 0.474419
0.000564 -0.000063 -0.135048 0.466483
0.000570 -0.000025 -0.116315 0.464556
0.000576 0.000007 -0.096138 0.469802
0.000582 0.000033 -0.074647 0.483447
0.000588 0.000052 -0.051949 0.506791
0.000594 0.000064 -0.028119 0.541225
0.000600 0.000068 -0.003230 0.585203
0.000606 0.000066 0.022469 0.633290
0.000612 0.000055 0.048628 0.684981
0.000618 0.000036 0.074891 0.739978
0.000624 0.000010 0.100901 0.797893
0.000630 -0.000024 0.126303 0.858260
0.000636 -0.000066 0.150748 0.920542
0.000642 -0.000114 0.173895 0.984146
0.000648 -0.000170 0.195418 1.048428
0.000654 -0.000231 0.215006 1.112705
0.000660 -0.000299 0.232369 1.176267
0.000666 -0.000371 0.247242 1.238386
0.000672 -0.000447 0.259385 1.298329
0.000678 -0.000526 0.268592 1.355366
0.000684 -0.000608 0.274687 1.408781
0.000690 -0.000690 0.277534 1.457884
0.000696 -0.000774 0.277033 1.502020
0.000702 -0.000856 0.273124 1.540577
0.000708 -0.000937 0.265790 1.572999
0.000714 -0.001015 0.255056 1.598789
0.000720 -0.001090 0.240988 1.617524
0.000726 -0.001160 0.223697 1.628855
0.000732 -0.001224 0.203336 1.632515
0.000738 -0.001281 0.180097 1.628329
0.000744 -0.001332 0.154214 1.616209
0.000750 -0.001374 0.125956 1.596168
0.000756 -0.001407 0.095628 1.568310
0.000762 -0.001431 0.063564 1.532841
0.000768 -0.001445 0.030128 1.490062
0.000774 -0.001449 -0.004293 1.440370
0.000780 -0.001442 -0.039293 1.384253
0.000786 -0.001425 -0.074452 1.322287
0.000792 -0.001398 -0.109337 1.255133
