-0.0140023	-0.910328	0.058618
-0.0139796	-0.776662	0.123596
-0.0139569	-0.635682	0.167798
-0.0139342	-0.518446	0.181154
-0.0139116	-0.412128	0.16165
-0.0138889	-0.315986	0.117236
-0.0138662	-0.270194	0.057876
-0.0138435	-0.298178	-0.008798
-0.0138209	-0.435554	-0.077592
-0.0137982	-0.682322	-0.147446
-0.0137755	-0.930362	-0.208926
-0.0137528	-1.13293	-0.243588
-0.0137302	-1.26331	-0.238394
-0.0137075	-1.29214	-0.186772
-0.0136848	-1.23532	-0.094022
-0.0136621	-1.10632	0.022048
-0.0136395	-0.905982	0.139178
-0.0136168	-0.668754	0.237016
-0.0135941	-0.42506	0.29521
-0.0135714	-0.115752	0.309308
-0.0135488	0.286624	0.292984
-0.0135261	0.742106	0.265212
-0.0135034	1.06996	0.229808
-0.0134807	1.21571	0.172356
-0.013458	1.2331	0.089252
-0.0134354	1.14279	-0.012084
-0.0134127	0.98262	-0.116388
-0.01339	0.776026	-0.205428
-0.0133673	0.57664	-0.261714
-0.0133447	0.367078	-0.274222
-0.013322	0.097096	-0.251856
-0.0132993	-0.196418	-0.209562
-0.0132766	-0.515478	-0.1643
-0.013254	-0.774966	-0.126352
-0.0132313	-0.89994	-0.089146
-0.0132086	-0.938842	-0.046746
-0.0131859	-0.914674	-0.000106
-0.0131633	-0.851922	0.04558
-0.0131406	-0.770196	0.082892
-0.0131179	-0.688364	0.105046
-0.0130952	-0.626566	0.106742
-0.0130726	-0.598476	0.086602
-0.0130499	-0.613316	0.04664
-0.0130272	-0.672994	-0.006572
-0.0130045	-0.770196	-0.064342
-0.0129819	-0.889446	-0.115752
-0.0129592	-1.01007	-0.150308
-0.0129365	-1.10865	-0.160166
-0.0129138	-1.1625	-0.141086
-0.0128912	-1.15847	-0.094552
-0.0128685	-1.09487	-0.026712
-0.0128458	-0.97785	0.050244
-0.0128231	-0.824892	0.122854
-0.0128005	-0.661334	0.17649
-0.0127778	-0.51993	0.199174
-0.0127551	-0.38425	0.18709
-0.0127324	-0.243376	0.147976
-0.0127098	-0.131016	0.093174
-0.0126871	-0.067522	0.033072
-0.0126644	-0.072186	-0.025122
-0.0126417	-0.156562	-0.07738
-0.012619	-0.335702	-0.123278
-0.0125964	-0.620948	-0.167056
-0.0125737	-0.898456	-0.205958
-0.012551	-1.09657	-0.222706
-0.0125283	-1.21582	-0.205852
-0.0125057	-1.23734	-0.150626
-0.012483	-1.17596	-0.061904
-0.0124603	-1.04527	0.042188
-0.0124376	-0.85542	0.144054
-0.012415	-0.64077	0.225038
-0.0123923	-0.431632	0.26765
-0.0123696	-0.170978	0.269982
-0.0123469	0.14522	0.244118
-0.0123243	0.510814	0.207018
-0.0123016	0.847152	0.172992
-0.0122789	1.03223	0.135362
-0.0122562	1.10208	0.085224
-0.0122336	1.08682	0.023108
-0.0122109	1.00817	-0.044308
-0.0121882	0.891672	-0.106318
-0.0121655	0.762034	-0.152216
-0.0121429	0.647872	-0.172144
-0.0121202	0.57293	-0.16006
-0.0120975	0.530212	-0.118296
-0.0120748	0.545052	-0.055014
-0.0120522	0.65879	0.022684
-0.0120295	0.829556	0.10547
-0.0120068	1.01728	0.176278
-0.0119841	1.19727	0.220056
-0.0119615	1.32277	0.22472
-0.0119388	1.36072	0.183698
-0.0119161	1.31673	0.101336
-0.0118934	1.20268	-0.00795
-0.0118707	1.02248	-0.122112
-0.0118481	0.791714	-0.221434
-0.0118254	0.566676	-0.28567
-0.0118027	0.311746	-0.303796
-0.01178	-0.017596	-0.28567
-0.0117574	-0.405238	-0.249206
-0.0117347	-0.778252	-0.21041
-0.011712	-0.989722	-0.165678
-0.0116893	-1.06424	-0.105364
-0.0116667	-1.04028	-0.030528
-0.011644	-0.94022	0.050668
-0.0116213	-0.797332	0.124762
-0.0115986	-0.639816	0.17914
-0.011576	-0.502546	0.201506
-0.0115533	-0.364958	0.18868
-0.0115306	-0.22101	0.149354
-0.0115079	-0.104092	0.094658
-0.0114853	-0.034344	0.03551
-0.0114626	-0.026288	-0.020458
-0.0114399	-0.094234	-0.069748
-0.0114172	-0.241468	-0.111512
-0.0113946	-0.493854	-0.148718
-0.0113719	-0.789276	-0.18497
-0.0113492	-1.0123	-0.208078
-0.0113265	-1.159	-0.202672
-0.0113039	-1.21773	-0.163558
-0.0112812	-1.19027	-0.09116
-0.0112585	-1.0901	0.00265
-0.0112358	-0.92803	0.101548
-0.0112132	-0.727266	0.187196
-0.0111905	-0.53	0.242528
-0.0111678	-0.320544	0.257262
-0.0111451	-0.055332	0.238076
-0.0111224	0.238076	0.200234
-0.0110998	0.562754	0.159318
-0.0110771	0.837082	0.126352
-0.0110544	0.977638	0.093598
-0.0110317	1.03032	0.053848
-0.0110091	1.01728	0.008056
-0.0109864	0.95983	-0.040068
-0.0109637	0.87768	-0.08215
-0.010941	0.788852	-0.111088
-0.0109184	0.714864	-0.12084
-0.0108957	0.671086	-0.107802
-0.010873	0.669602	-0.073034
-0.0108503	0.715182	-0.021942
-0.0108277	0.803268	0.037418
-0.010805	0.921246	0.09434
-0.0107823	1.04823	0.137588
-0.0107596	1.16134	0.157728
-0.010737	1.23564	0.148718
-0.0107143	1.25112	0.109922
-0.0106916	1.20702	0.045898
-0.0106689	1.10463	-0.032118
-0.0106463	0.957922	-0.110664
-0.0106236	0.78917	-0.174264
-0.0106009	0.633986	-0.20988
-0.0105782	0.504772	-0.20882
-0.0105556	0.368562	-0.1749
-0.0105329	0.253234	-0.119886
-0.0105102	0.191224	-0.055014
-0.0104875	0.207654	0.011766
-0.0104649	0.319272	0.075578
-0.0104422	0.55915	0.136846
-0.0104195	0.866338	0.19504
-0.0103968	1.11862	0.236486
-0.0103741	1.29468	0.243058
-0.0103515	1.3638	0.204898
-0.0103288	1.33327	0.122536
-0.0103061	1.22663	0.009646
-0.0102834	1.04929	-0.112042
-0.0102608	0.81355	-0.21995
-0.0102381	0.576746	-0.293832
-0.0102154	0.307506	-0.32012
-0.0101927	-0.04717	-0.307506
-0.0101701	-0.475516	-0.2756
-0.0101474	-0.863582	-0.238288
-0.0101247	-1.06784	-0.188362
-0.010102	-1.13049	-0.116388
-0.0100794	-1.08173	-0.026076
-0.0100567	-0.951138	0.071232
-0.010034	-0.770514	0.15953
-0.0100113	-0.581198	0.221964
-0.00998866	-0.395592	0.246344
-0.00996599	-0.165678	0.233836
-0.00994331	0.09646	0.198326
-0.00992063	0.373968	0.15423
-0.00989796	0.66144	0.116282
-0.00987528	0.86125	0.08798
-0.00985261	0.954	0.060632
-0.00982993	0.984316	0.029044
-0.00980726	0.967356	-0.005618
-0.00978458	0.9222	-0.039326
-0.0097619	0.861992	-0.066886
-0.00973923	0.80242	-0.083422
-0.00971655	0.756734	-0.084694
-0.00969388	0.735746	-0.070066
-0.0096712	0.74677	-0.040704
-0.00964853	0.79076	-0.001378
-0.00962585	0.862098	0.041022
-0.00960317	0.94976	0.07897
-0.0095805	1.03869	0.104516
-0.00955782	1.11173	0.111724
-0.00953515	1.15317	0.098156
-0.00951247	1.15286	0.064024
-0.0094898	1.10759	0.014734
-0.00946712	1.02258	-0.041658
