-0.0035034	0.375088	-0.29456
-0.00348073	0.05488	-0.463456
-0.00345805	-0.283248	-0.529984
-0.00343537	-0.557536	-0.485296
-0.0034127	-0.732256	-0.3416
-0.00339002	-0.790608	-0.134288
-0.00336735	-0.57568	0.098336
-0.00334467	-0.07336	0.330624
-0.003322	0.488992	0.523152
-0.00329932	0.898128	0.6244
-0.00327664	1.11238	0.594944
-0.00325397	1.13277	0.441392
-0.00323129	0.99232	0.226576
-0.00320862	0.74032	-0.031024
-0.00318594	0.414176	-0.295344
-0.00316327	0.06608	-0.487872
-0.00314059	-0.30688	-0.574784
-0.00311791	-0.63112	-0.542192
-0.00309524	-0.915376	-0.402976
-0.00307256	-1.16491	-0.20272
-0.00304989	-1.26851	0.011536
-0.00302721	-1.1657	0.204176
-0.00300454	-0.754992	0.357952
-0.00298186	-0.049392	0.475552
-0.00295918	0.568512	0.544096
-0.00293651	0.893088	0.524384
-0.00291383	0.98728	0.400512
-0.00289116	0.895104	0.191296
-0.00286848	0.668864	-0.061152
-0.0028458	0.369152	-0.298704
-0.00282313	0.049616	-0.465696
-0.00280045	-0.28728	-0.530656
-0.00277778	-0.559104	-0.484624
-0.0027551	-0.72968	-0.339808
-0.00273243	-0.780304	-0.132496
-0.00270975	-0.553728	0.101024
-0.00268707	-0.048496	0.33376
-0.0026644	0.506352	0.52472
-0.00264172	0.907088	0.623168
-0.00261905	1.11418	0.589456
-0.00259637	1.12874	0.433216
-0.0025737	0.984368	0.217392
-0.00255102	0.729008	-0.041552
-0.00252834	0.402304	-0.304416
-0.00250567	0.053088	-0.494144
-0.00248299	-0.318752	-0.576576
-0.00246032	-0.638736	-0.538832
-0.00243764	-0.92232	-0.397376
-0.00241497	-1.16782	-0.196
-0.00239229	-1.26314	0.018256
-0.00236961	-1.14946	0.209888
-0.00234694	-0.720384	0.363552
-0.00232426	-0.008512	0.481152
-0.00230159	0.594832	0.547232
-0.00227891	0.906192	0.523152
-0.00225624	0.990192	0.393904
-0.00223356	0.889616	0.181552
-0.00221088	0.657776	-0.072576
-0.00218821	0.355376	-0.30912
-0.00216553	0.033488	-0.472864
-0.00214286	-0.30464	-0.53312
-0.00212018	-0.573552	-0.482272
-0.00209751	-0.745136	-0.333872
-0.00207483	-0.796096	-0.12432
-0.00205215	-0.566944	0.108864
-0.00202948	-0.053984	0.339696
-0.0020068	0.507472	0.528528
-0.00198413	0.909104	0.624288
-0.00196145	1.11507	0.588448
-0.00193878	1.12717	0.430416
-0.0019161	0.981008	0.213696
-0.00189342	0.724304	-0.045808
-0.00187075	0.396704	-0.308224
-0.00184807	0.04704	-0.496496
-0.0018254	-0.324464	-0.577024
-0.00180272	-0.643552	-0.537488
-0.00178005	-0.927136	-0.3948
-0.00175737	-1.17141	-0.192976
-0.00173469	-1.26493	0.02128
-0.00171202	-1.14856	0.212576
-0.00168934	-0.716016	0.365008
-0.00166667	-0.003248	0.481712
-0.00164399	0.59808	0.546896
-0.00162132	0.906864	0.521584
-0.00159864	0.988736	0.391552
-0.00157596	0.88704	0.178304
-0.00155329	0.654304	-0.075488
-0.00153061	0.35168	-0.311024
-0.00150794	0.029904	-0.473648
-0.00148526	-0.307328	-0.53256
-0.00146259	-0.57456	-0.480592
-0.00143991	-0.744016	-0.331296
-0.00141723	-0.789936	-0.121296
-0.00139456	-0.553728	0.112224
-0.00137188	-0.03864	0.343168
-0.00134921	0.51912	0.531104
-0.00132653	0.915488	0.624736
-0.00130385	1.11742	0.585984
-0.00128118	1.12582	0.426384
-0.0012585	0.977088	0.209104
-0.00123583	0.718368	-0.05096
-0.00121315	0.390096	-0.312816
-0.00119048	0.040096	-0.499072
-0.0011678	-0.33152	-0.577248
-0.00114512	-0.649488	-0.535472
-0.00112245	-0.932736	-0.391104
-0.00109977	-1.17499	-0.188832
-0.0010771	-1.26493	0.025424
-0.00105442	-1.14363	0.216048
-0.00103175	-0.703472	0.367472
-0.00100907	0.011536	0.483728
-0.000986395	0.60704	0.547456
-0.000963719	0.910672	0.520128
-0.000941043	0.988736	0.38808
-0.000918367	0.88368	0.173488
-0.000895692	0.648928	-0.08064
-0.000873016	0.345744	-0.315168
-0.00085034	0.023296	-0.475664
-0.000827664	-0.313488	-0.53256
-0.000804989	-0.578368	-0.478464
-0.000782313	-0.746144	-0.3276
-0.000759637	-0.788256	-0.116704
-0.000736961	-0.54544	0.116816
-0.000714286	-0.026768	0.347312
-0.00069161	0.529088	0.534128
-0.000668934	0.92176	0.625408
-0.000646259	1.11989	0.583968
-0.000623583	1.12426	0.422576
-0.000600907	0.973168	0.204512
-0.000578231	0.712432	-0.056448
-0.000555556	0.383824	-0.317296
-0.00053288	0.03304	-0.501536
-0.000510204	-0.33824	-0.577584
-0.000487528	-0.65464	-0.533456
-0.000464853	-0.938	-0.38752
-0.000442177	-1.17824	-0.18424
-0.000419501	-1.26392	0.02968
-0.000396825	-1.13691	0.219632
-0.00037415	-0.688688	0.370608
-0.000351474	0.028336	0.485968
-0.000328798	0.617792	0.548464
-0.000306122	0.915376	0.518672
-0.000283447	0.988736	0.384384
-0.000260771	0.88032	0.168448
-0.000238095	0.642768	-0.086016
-0.00021542	0.339136	-0.31976
-0.000192744	0.015792	-0.478464
-0.000170068	-0.32088	-0.533008
-0.000147392	-0.583744	-0.47656
-0.000124717	-0.750624	-0.32368
-0.000102041	-0.789488	-0.111888
-7.93651e-05	-0.541184	0.121632
-5.66893e-05	-0.01848	0.35168
-3.40136e-05	0.536704	0.53704
-1.13379e-05	0.926576	0.626192
1.13379e-05	1.12146	0.582176
3.40136e-05	1.12302	0.419216
5.66893e-05	0.96936	0.200144
7.93651e-05	0.70784	-0.06048
0.000102041	0.38024	-0.318864
0.000124717	0.028896	-0.50176
0.000147392	-0.342048	-0.575904
0.000170068	-0.657104	-0.529648
0.000192744	-0.939904	-0.382256
0.00021542	-1.17802	-0.178752
0.000238095	-1.25955	0.03528
0.000260771	-1.12706	0.224672
0.000283447	-0.669984	0.375424
0.000306122	0.049056	0.490448
0.000328798	0.63112	0.551712
0.000351474	0.92288	0.519568
0.00037415	0.991312	0.382928
