0.000000 -0.000000 0.001000 0.001233
0.000003 -0.000000 0.001000 0.001476
0.000006 -0.000000 0.000999 0.001730
0.000009 -0.000001 0.000999 0.001997
0.000012 -0.000001 0.001000 0.002275
0.000015 -0.000001 0.001001 0.002567
0.000018 -0.000001 0.001003 0.002873
0.000021 -0.000001 0.001006 0.003193
0.000024 -0.000001 0.001010 0.003529
0.000027 -0.000002 0.001016 0.003882
0.000030 -0.000002 0.001024 0.004252
0.000033 -0.000002 0.001034 0.004641
0.000036 -0.000002 0.001047 0.005051
0.000039 -0.000002 0.001062 0.005482
0.000042 -0.000002 0.001080 0.005936
0.000045 -0.000002 0.001102 0.006415
0.000048 -0.000003 0.001127 0.006920
0.000051 -0.000003 0.001155 0.007454
0.000054 -0.000003 0.001188 0.008019
0.000057 -0.000003 0.001226 0.008616
0.000060 -0.000003 0.001269 0.009249
0.000063 -0.000004 0.001316 0.009919
0.000066 -0.000004 0.001370 0.010630
0.000069 -0.000004 0.001430 0.011384
0.000072 -0.000004 0.001496 0.012186
0.000075 -0.000004 0.001569 0.013037
0.000078 -0.000005 0.001650 0.013943
0.000081 -0.000005 0.001739 0.014906
0.000084 -0.000005 0.001836 0.015932
0.000087 -0.000005 0.001943 0.017024
0.000090 -0.000006 0.002059 0.018188
0.000093 -0.000006 0.002185 0.019428
0.000096 -0.000006 0.002323 0.020750
0.000099 -0.000007 0.002472 0.022161
0.000102 -0.000007 0.002634 0.023666
0.000105 -0.000008 0.002810 0.025273
0.000108 -0.000008 0.002999 0.026988
0.000111 -0.000008 0.003204 0.028820
0.000114 -0.000009 0.003425 0.030776
0.000117 -0.000009 0.003663 0.032866
0.000120 -0.000010 0.003919 0.035099
0.000123 -0.000011 0.004195 0.037485
0.000126 -0.000011 0.004491 0.040036
0.000129 -0.000012 0.004810 0.042762
0.000132 -0.000013 0.005152 0.045676
0.000135 -0.000014 0.005520 0.048792
0.000138 -0.000014 0.005914 0.052124
0.000141 -0.000015 0.006337 0.055687
0.000144 -0.000016 0.006790 0.059496
0.000147 -0.000017 0.007276 0.063571
0.000150 -0.000018 0.007797 0.067928
0.000153 -0.000020 0.008354 0.072588
0.000156 -0.000021 0.008952 0.077572
0.000159 -0.000022 0.009591 0.082903
0.000162 -0.000024 0.010276 0.088605
0.000165 -0.000025 0.011008 0.094703
0.000168 -0.000027 0.011792 0.101227
0.000171 -0.000029 0.012631 0.108204
0.000174 -0.000031 0.013528 0.115667
0.000177 -0.000033 0.014488 0.123650
0.000180 -0.000035 0.015515 0.132189
0.000183 -0.000038 0.016613 0.141323
0.000186 -0.000040 0.017788 0.151092
0.000189 -0.000043 0.019044 0.161542
0.000192 -0.000046 0.020388 0.172719
0.000195 -0.000049 0.021824 0.184675
0.000198 -0.000053 0.023360 0.197463
0.000201 -0.000056 0.025003 0.211141
0.000204 -0.000060 0.026759 0.225771
0.000207 -0.000064 0.028637 0.241419
0.000210 -0.000069 0.030646 0.258156
