0.004002 0.000977 0.235777 -0.812022
0.004005 0.000941 0.245708 -0.778741
0.004008 0.000903 0.254963 -0.745677
0.004011 0.000864 0.263507 -0.712939
0.004014 0.000824 0.271309 -0.680636
0.004017 0.000783 0.278337 -0.648878
0.004020 0.000741 0.284565 -0.617773
0.004023 0.000698 0.289965 -0.587426
0.004026 0.000654 0.294515 -0.557942
0.004029 0.000609 0.298196 -0.528607
0.004032 0.000564 0.301025 -0.497446
0.004035 0.000519 0.303040 -0.464386
0.004038 0.000474 0.304280 -0.429486
0.004041 0.000428 0.304786 -0.392800
0.004044 0.000382 0.304601 -0.354379
0.004047 0.000337 0.303768 -0.314266
0.004050 0.000291 0.302334 -0.272499
0.004053 0.000246 0.300345 -0.229108
0.004056 0.000201 0.297849 -0.184117
0.004059 0.000157 0.294895 -0.137541
0.004062 0.000113 0.291533 -0.089387
0.004065 0.000069 0.287813 -0.039653
0.004068 0.000026 0.283788 0.011673
0.004071 -0.000016 0.279509 0.064613
0.004074 -0.000058 0.275029 0.119199
0.004077 -0.000099 0.270402 0.175477
0.004080 -0.000139 0.265683 0.233501
0.004083 -0.000178 0.260926 0.293341
0.004086 -0.000217 0.256186 0.355080
0.004089 -0.000255 0.251519 0.418814
0.004092 -0.000292 0.246982 0.484655
0.004095 -0.000329 0.242632 0.552683
0.004098 -0.000365 0.238501 0.619270
0.004101 -0.000401 0.234539 0.681323
0.004104 -0.000436 0.230681 0.739127
0.004107 -0.000470 0.226870 0.792938
0.004110 -0.000504 0.223050 0.842988
0.004113 -0.000537 0.219175 0.889487
0.004116 -0.000569 0.215199 0.932626
0.004119 -0.000601 0.211083 0.972576
0.004122 -0.000633 0.206792 1.009492
0.004125 -0.000663 0.202296 1.043514
0.004128 -0.000693 0.197566 1.074770
0.004131 -0.000723 0.192580 1.103375
0.004134 -0.000751 0.187317 1.129434
0.004137 -0.000779 0.181761 1.153042
0.004140 -0.000806 0.175898 1.174288
0.004143 -0.000832 0.169719 1.193251
0.004146 -0.000857 0.163217 1.210007
0.004149 -0.000881 0.156386 1.224624
0.004152 -0.000904 0.149226 1.237167
0.004155 -0.000925 0.141737 1.247697
0.004158 -0.000946 0.133923 1.256272
0.004161 -0.000966 0.125790 1.262946
0.004164 -0.000984 0.117346 1.267774
0.004167 -0.001001 0.108602 1.270807
0.004170 -0.001016 0.099571 1.272096
0.004173 -0.001031 0.090266 1.271692
0.004176 -0.001043 0.080704 1.269646
0.004179 -0.001055 0.070903 1.266007
0.004182 -0.001065 0.060884 1.260827
0.004185 -0.001073 0.050666 1.254157
0.004188 -0.001080 0.040274 1.246050
0.004191 -0.001085 0.029731 1.236560
0.004194 -0.001089 0.019062 1.225741
0.004197 -0.001091 0.008294 1.213650
0.004200 -0.001091 -0.002546 1.200345
0.004203 -0.001090 -0.013429 1.185886
0.004206 -0.001087 -0.024326 1.170333
0.004209 -0.001083 -0.035209 1.153749
0.004212 -0.001077 -0.046046 1.136199
0.004215 -0.001069 -0.056806 1.117749
0.004218 -0.001060 -0.067460 1.098467
0.004221 -0.001049 -0.077975 1.078423
0.004224 -0.001036 -0.088321 1.057687
0.004227 -0.001022 -0.098465 1.036331
0.004230 -0.001007 -0.108378 1.014431
0.004233 -0.000990 -0.118027 0.992059
0.004236 -0.000971 -0.127383 0.969294
0.004239 -0.000952 -0.136416 0.946211
0.004242 -0.000930 -0.145096 0.922889
0.004245 -0.000908 -0.153395 0.899406
0.004248 -0.000884 -0.161283 0.875842
0.004251 -0.000860 -0.168736 0.852276
0.004254 -0.000834 -0.175726 0.828787
0.004257 -0.000807 -0.182228 0.805454
0.004260 -0.000779 -0.188219 0.782358
0.004263 -0.000751 -0.193676 0.759577
0.004266 -0.000721 -0.198579 0.737188
0.004269 -0.000691 -0.202907 0.715270
0.004272 -0.000660 -0.206643 0.693897
0.004275 -0.000629 -0.209769 0.673146
0.004278 -0.000597 -0.212272 0.653088
0.004281 -0.000565 -0.214138 0.633796
0.004284 -0.000533 -0.215356 0.615339
0.004287 -0.000501 -0.215916 0.597785
0.004290 -0.000468 -0.215811 0.581199
0.004293 -0.000436 -0.215035 0.565642
0.004296 -0.000404 -0.213586 0.551175
